1-Sep-2015	$6.58	Veg Pizza	Snacks	
17-Dec-2015	$1.50	Veg Pizza	Snacks	
13-Dec-2015	$4.79	Veg Pizza	Veg Pizza	
13-Jan-2016	$1.19	Vegetable Mix	Vegetables	
23-Feb-2016	$1.99	Vegetable Mix	Vegetables	
30-Mar-2016	$1.99	Vegetable Mix	Vegetables	
7-Sep-2015	$0.45	Vegetables	Vegetables	
18-Dec-2015	$1.20	Vihrea Linssi (Chilka Daal)	Other Food	Lentils
18-Jan-2016	$16.90	Walnut (1kg)	Other Food	
19-Sep-2015	$40.00	Warm running tights	Home & Personal Acc	
12-Feb-2016	$2.29	Washing detergent	Ration	
9-Nov-2015	$2.09	Washing powder	Home & Personal Acc	
17-Oct-2015	$1.90	White board marker	Home & Personal Acc	
11-Sep-2015	$9.99	Wine	Junk Food	
18-Dec-2015	$1.19	Wok Mix Thai	Vegetables	
30-Aug-2015	$5.30	X-Burger	Junk Food	
26-Dec-2015	$2.25	Yellow Label Tea (50p)	Ration	
24-Nov-2015	$0.50	Yoghurt	Other Food	
18-Dec-2015	$0.89	Yoghurt	Other Food	
13-Jan-2016	$1.78	Yoghurt	Other Food	
2-Feb-2016	$2.55	Yoghurt	Other Food	
3-Feb-2016	$0.29	Yoghurt	Other Food	
4-Jan-2016	$0.89	Yoghurt	Other Food	Fruit
4-Jan-2016	$0.69	Yoghurt	Other Food	
13-Jan-2016	$2.55	Yoghurt	Other Food	Turkish
